ts,val,status,severity
'2022-11-25 23:26:37.910802007',-1.462773046,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:37.810800674',-1.470038040,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:37.710470340',-1.464795016,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:37.611505007',-1.467096399,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:37.511486674',-1.455126678,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:37.411542674',-1.460435414,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:37.310727674',-1.463341938,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:37.210816674',-1.467161375,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:37.110095007',-1.468949709,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:37.013020674',-1.460934947,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:36.910451340',-1.463283550,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:36.809563674',-1.471835818,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:36.711152674',-1.472118540,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:36.611004340',-1.471590590,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:36.510928007',-1.465810793,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:36.411108340',-1.475768780,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:36.310630007',-1.468712737,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:36.209675673',-1.462158857,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:36.110403340',-1.459039904,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:36.010396673',-1.449013435,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:35.910252340',-1.466850718,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:35.808101673',-1.470809042,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:35.711502673',-1.463968878,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:35.607950673',-1.463186086,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:35.507880007',-1.462858464,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:35.407827340',-1.481114923,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:35.312034673',-1.468769796,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:35.208934673',-1.469518064,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:35.109111340',-1.476884085,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:35.008861340',-1.470414889,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:34.909033007',-1.476118541,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:34.808555340',-1.473773727,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:34.708445673',-1.466649824,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:34.608621673',-1.467570146,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:34.508022340',-1.463185294,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:34.408517340',-1.466328734,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:34.307431007',-1.469692012,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:34.207829340',-1.469449582,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:34.107429340',-1.472380677,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:34.015078673',-1.466715196,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:33.907327673',-1.463725035,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:33.807914006',-1.465449440,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:33.707405340',-1.470919512,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:33.607726006',-1.469913376,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:33.507837340',-1.467065919,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:33.408474340',-1.465699729,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:33.307117673',-1.460474292,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:33.207380006',-1.461324831,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:33.107329673',-1.469102846,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:33.005778673',-1.453027913,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:32.906932340',-1.464009340,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:32.806887673',-1.465940236,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:32.714301340',-1.469993451,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:32.606743006',-1.459491398,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:32.505891673',-1.465132873,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:32.405842340',-1.466345643,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:32.306240673',-1.470189340,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:32.206814006',-1.460613320,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:32.105102673',-1.461401145,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:32.006755006',-1.471619911,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:31.906609340',-1.466630541,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:31.807320340',-1.463060489,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:31.705238006',-1.464436291,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:31.606191340',-1.461493774,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:31.505944340',-1.459456648,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:31.406029673',-1.469674651,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:31.304899006',-1.468296021,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:31.205837340',-1.465366820,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:31.105806673',-1.453228072,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:31.005520339',-1.475013527,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:30.905764339',-1.470340809,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:30.805942006',-1.464560475,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:30.705647673',-1.470476726,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:30.605419006',-1.461117264,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:30.506885006',-1.461214049,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:30.405190673',-1.465164739,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:30.305405006',-1.479400330,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:30.204083006',-1.473669506,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:30.109658006',-1.476257625,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:30.005187339',-1.480735728,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:29.905132673',-1.471033715,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:29.805068006',-1.480101379,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:29.705038673',-1.477842917,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:29.604205006',-1.464555075,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:29.504466339',-1.459400324,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:29.404583339',-1.466903196,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:29.304203673',-1.470059162,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:29.204315339',-1.476643183,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:29.104252006',-1.482722976,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:29.004109339',-1.470468300,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:28.904036339',-1.475415823,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:28.811572673',-1.470617790,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:28.703703673',-1.462435725,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:28.603936673',-1.476196693,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:28.503664673',-1.469451929,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:28.403832673',-1.483773617,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:28.303235672',-1.466504208,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:28.202802672',-1.472017966,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:28.103399672',-1.463522134,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:28.003166672',-1.462908483,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:27.906218672',-1.479082039,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:27.802335339',-1.467400864,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:27.703057006',-1.469726281,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:27.602431672',-1.467003092,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:27.501447339',-1.474020709,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:27.403064006',-1.472933537,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:27.302535339',-1.464975269,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:27.201763006',-1.466419073,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:27.102404006',-1.467772199,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:27.001805672',-1.456109318,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:26.902390672',-1.461368600,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:26.801210672',-1.478329246,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:26.702652006',-1.461746354,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:26.604208339',-1.458383416,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:26.502644672',-1.479019155,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:26.402451672',-1.475066854,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:26.302717672',-1.471872830,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:26.201801672',-1.473433325,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:26.101676672',-1.457490945,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:26.001437006',-1.471089840,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:25.900099006',-1.471413758,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:25.801194339',-1.460791763,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:25.701492339',-1.461499994,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:25.600811339',-1.466696422,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:25.501265339',-1.467901896,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:25.401317672',-1.474539356,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:25.304224339',-1.473936167,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:25.200137672',-1.467336369,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:25.100261005',-1.459612302,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:25.000530672',-1.471168756,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:24.900520005',-1.472417265,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:24.800216339',-1.469713444,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:24.699548339',-1.467294324,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:24.600335339',-1.465760634,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:24.500311672',-1.468244164,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:24.399491005',-1.475948269,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:24.300818005',-1.467415538,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:24.200219005',-1.466800078,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:24.099869005',-1.486741299,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:24.000126005',-1.479823408,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:23.898313339',-1.475941398,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:23.798207339',-1.473108078,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:23.699623339',-1.472066797,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:23.598339339',-1.466488459,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:23.498887672',-1.472481788,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:23.397912339',-1.462593104,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:23.297891339',-1.460096906,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:23.197801672',-1.473746187,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:23.097640005',-1.482061795,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:22.999102339',-1.460088904,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:22.901092005',-1.467660824,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:22.798266339',-1.467285502,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:22.697703338',-1.470875629,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:22.597235338',-1.465843083,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:22.497214672',-1.454999978,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:22.397200338',-1.466578572,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:22.301400672',-1.460552783,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:22.198609338',-1.460876899,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:22.098017672',-1.464440137,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:21.999562672',-1.465332692,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:21.907662005',-1.465997154,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:21.798990672',-1.477028570,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:21.697557672',-1.474638404,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:21.597813005',-1.480493977,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:21.496866005',-1.469627545,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:21.397877672',-1.481455467,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:21.297647672',-1.466584227,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:21.197701338',-1.472070783,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:21.097525005',-1.473447180,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:20.997732005',-1.468713811,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:20.896216005',-1.462136859,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:20.798092672',-1.465357178,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:20.697441672',-1.478090069,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:20.601925672',-1.464809917,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:20.497082672',-1.465794620,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:20.397084005',-1.462820378,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:20.296065338',-1.458122127,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:20.197071672',-1.471420488,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:20.096863005',-1.478443619,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:19.996939672',-1.474189821,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:19.895856005',-1.466229659,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:19.795645005',-1.475148031,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:19.696555005',-1.475730241,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:19.596696671',-1.467059472,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:19.496657005',-1.472296191,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:19.396560338',-1.476657857,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:19.296471005',-1.462447629,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:19.196362338',-1.462659465,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:19.096434671',-1.464777316,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:18.996446005',-1.469371317,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:18.899863671',-1.472158549,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:18.795926671',-1.480038948,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:18.696111338',-1.465342447,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:18.595105671',-1.478589885,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:18.495820671',-1.476179728,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:18.395906338',-1.466564378,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:18.294670005',-1.466108020,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:18.194642671',-1.466785968,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:18.095740338',-1.474797196,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:17.995495671',-1.469447603,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:17.895313671',-1.462543255,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:17.794489671',-1.473096486,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:17.695251338',-1.474523325,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:17.598574005',-1.460082175,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:17.495204338',-1.464847720,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:17.395208338',-1.479302725,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:17.294448005',-1.478292574,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:17.194747005',-1.465510938,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:17.095027004',-1.467676827,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:16.994670004',-1.472076665,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:16.894715671',-1.469978804,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:16.794492671',-1.469399960,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:16.694306338',-1.471559600,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:16.594190338',-1.475159426,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:16.493642671',-1.463913827,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:16.394174671',-1.471087069,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:16.295776338',-1.467974676,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:16.193932004',-1.461125210,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:16.092969004',-1.458782347,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:15.993065338',-1.473610496,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:15.893787671',-1.457665882,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:15.792929338',-1.463483793,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:15.693908671',-1.471582475,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:15.593617671',-1.466314427,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:15.493230338',-1.459754298,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:15.392075004',-1.474852332,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:15.293257671',-1.466847014,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:15.192673671',-1.471962716,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:15.093316004',-1.461538165,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:14.992509671',-1.470627206,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:14.893124671',-1.473635830,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:14.793191004',-1.473965969,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:14.692786338',-1.463348950,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:14.598067338',-1.472189821,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:14.492998004',-1.463039565,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:14.392597338',-1.485766181,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:14.292307337',-1.478119163,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:14.192546004',-1.476742767,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:14.092292671',-1.473050228,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:13.992218337',-1.466180291,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:13.892272004',-1.482103896,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:13.791371671',-1.474595737,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:13.692001671',-1.470550496,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:13.591743004',-1.471029615,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:13.491592337',-1.460642047,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:13.391939337',-1.467211224,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:13.292517004',-1.462452945,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:13.191548337',-1.474750485,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:13.091396671',-1.472795668,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:12.991213337',-1.467833357,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:12.891400004',-1.464730351,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:12.791332671',-1.472375955,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:12.691182671',-1.466516960,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:12.590904671',-1.475436888,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:12.491071004',-1.459623188,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:12.390805004',-1.471780343,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:12.290778671',-1.470627206,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:12.189927004',-1.471258161,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:12.090597337',-1.473432646,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:11.994653671',-1.476361819,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:11.890398004',-1.459445564,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:11.790399337',-1.471040190,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:11.690312004',-1.470905714,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:11.589968004',-1.465607468,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:11.489371670',-1.476465107,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:11.390197337',-1.457940234,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:11.289218337',-1.471299301,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:11.189277670',-1.478078532,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:11.089904004',-1.472289151,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:10.988903004',-1.462265510,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:10.889776004',-1.458300627,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:10.788780670',-1.477842917,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:10.691580670',-1.462600710,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:10.589151670',-1.466662831,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:10.489365337',-1.466471155,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:10.389516337',-1.471323929,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:10.291569004',-1.463452747,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:10.189173004',-1.461718051,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:10.089089337',-1.461587109,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:09.989084004',-1.474285702,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:09.888947337',-1.463693339,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:09.788039004',-1.472772568,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:09.688092004',-1.473639563,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:09.588763337',-1.468469035,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:09.488338337',-1.465812433,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:09.388216670',-1.464240261,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:09.286994004',-1.468727100,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:09.187969337',-1.468081074,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:09.088710004',-1.466715281,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:08.993163337',-1.475619686,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:08.887554670',-1.465430637,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:08.787681670',-1.479696171,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:08.687512003',-1.469507998,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:08.586643003',-1.468246652,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:08.487726337',-1.470328170,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:08.387533337',-1.469953046,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:08.287379337',-1.459900339,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:08.186410670',-1.467142827,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:08.086984003',-1.487728944,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:07.986918003',-1.465982762,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:07.885727670',-1.461363115,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:07.787054337',-1.466290563,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:07.686859337',-1.465073948,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:07.586854337',-1.464351127,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:07.486796337',-1.465777061,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:07.386314337',-1.471081556,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:07.286485337',-1.473766291,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:07.186156670',-1.478385287,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:07.086329003',-1.473746187,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:06.986484670',-1.469071772,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:06.891469003',-1.463740332,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:06.785011670',-1.467793490,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:06.684521003',-1.474347256,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:06.585804003',-1.455353613,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:06.484330003',-1.455145622,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:06.385629337',-1.458256291,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:06.284247003',-1.472610015,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:06.185576337',-1.472440591,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:06.085428337',-1.460786221,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:05.985416337',-1.469389413,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:05.885519336',-1.473902689,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:05.784080336',-1.462206868,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:05.684177670',-1.460918407,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:05.587786336',-1.473119558,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:05.484796003',-1.474170368,'NO_ALARM','NO_ALARM'
