ts,val,status,severity
'2022-11-25 23:27:53.734922349',-1.462359920,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:53.633393016',-1.468637327,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:53.533804349',-1.453668115,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:53.433505016',-1.460856230,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:53.334057016',-1.462518514,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:53.232592349',-1.475329783,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:53.132524016',-1.470849277,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:53.033562016',-1.463644649,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:52.933918016',-1.477158409,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:52.834198016',-1.466385736,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:52.734044016',-1.456165981,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:52.633572016',-1.462328394,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:52.534318016',-1.462537572,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:52.434582349',-1.466171780,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:52.333837349',-1.459852441,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:52.234180683',-1.464163297,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:52.133185349',-1.464334784,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:52.039693016',-1.469323306,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:51.934063682',-1.459406686,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:51.834738682',-1.473220047,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:51.734601682',-1.455471406,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:51.634217682',-1.466966645,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:51.535015349',-1.468597799,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:51.435030016',-1.476135421,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:51.334268016',-1.466696308,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:51.233987016',-1.457210797,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:51.135033349',-1.451400577,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:51.035052349',-1.457946172,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:50.935208016',-1.460330372,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:50.835390016',-1.470518290,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:50.736941682',-1.466827419,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:50.634287016',-1.456047509,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:50.535300682',-1.461049659,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:50.435683682',-1.458193521,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:50.335866682',-1.455776691,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:50.235960016',-1.458466544,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:50.136069349',-1.467377707,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:50.036181016',-1.482823183,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:49.935938016',-1.476825132,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:49.835993349',-1.464412654,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:49.736029682',-1.472524653,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:49.634841016',-1.467400553,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:49.536720016',-1.460844666,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:49.436462682',-1.476104997,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:49.336029015',-1.465002328,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:49.236582682',-1.470349206,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:49.136437682',-1.470992716,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:49.041541015',-1.463298988,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:48.935949015',-1.467758598,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:48.836589015',-1.466397866,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:48.736704015',-1.474749552,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:48.637052015',-1.468346944,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:48.537187015',-1.476375193,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:48.437117015',-1.466025994,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:48.336488682',-1.479247617,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:48.237365349',-1.469081075,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:48.137186682',-1.475662749,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:48.037338015',-1.475734821,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:47.937061349',-1.456978405,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:47.837666015',-1.484106215,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:47.737606015',-1.477340415,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:47.637872349',-1.463857136,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:47.537677015',-1.461503839,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:47.438733682',-1.473088880,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:47.338459349',-1.467880492,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:47.238249015',-1.458582443,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:47.138170015',-1.468313947,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:47.038246349',-1.470226861,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:46.937484682',-1.474771381,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:46.838407015',-1.468593586,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:46.738547349',-1.468385369,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:46.638431349',-1.473634671,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:46.538553682',-1.466153825,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:46.438688348',-1.473899155,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:46.338986682',-1.460270373,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:46.239178682',-1.471221602,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:46.138385348',-1.470052178,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:46.043980348',-1.471863698,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:45.938888015',-1.462381805,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:45.839057015',-1.463700549,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:45.739075015',-1.467862509,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:45.639161682',-1.467432475,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:45.539206348',-1.463907663,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:45.439323682',-1.465007219,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:45.339056348',-1.462844242,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:45.239570682',-1.464250242,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:45.139348348',-1.459638258,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:45.039524348',-1.463978209,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:44.939990015',-1.463675158,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:44.839747015',-1.466116050,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:44.741370348',-1.456153709,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:44.639063015',-1.462836127,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:44.540115015',-1.468859314,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:44.440512015',-1.459208733,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:44.342464682',-1.467911934,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:44.240019348',-1.456689746,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:44.140336348',-1.460850123,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:44.040235015',-1.468896326,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:43.940662015',-1.466173618,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:43.840568348',-1.465759729,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:43.740610348',-1.466938879,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:43.640795015',-1.464649965,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:43.541064015',-1.467254513,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:43.441036015',-1.461433633,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:43.340813681',-1.471531354,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:43.240630015',-1.470842604,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:43.141087348',-1.466347791,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:43.043586348',-1.458173955,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:42.941540015',-1.473335833,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:42.840172348',-1.465499995,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:42.740220681',-1.460887954,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:42.640775681',-1.461194116,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:42.541468348',-1.476196693,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:42.440769348',-1.466875119,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:42.339916015',-1.479937667,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:42.241001348',-1.479361621,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:42.140051348',-1.462196208,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:42.041430348',-1.470851680,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:41.941373348',-1.456618408,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:41.841469348',-1.472146758,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:41.741491681',-1.467098265,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:41.640311348',-1.453558295,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:41.541180015',-1.462507827,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:41.441917348',-1.472702983,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:41.341892348',-1.471838900,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:41.241144348',-1.458588946,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:41.141325348',-1.457544752,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:41.041930015',-1.467866185,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:40.942096348',-1.468878937,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:40.841305014',-1.471149218,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:40.742108014',-1.461487666,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:40.642467681',-1.460844666,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:40.542484014',-1.464232740,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:40.442708014',-1.463163919,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:40.341617014',-1.469657997,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:40.242773014',-1.466883262,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:40.143067348',-1.462724724,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:40.042673014',-1.463096766,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:39.943351681',-1.473866073,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:39.842851348',-1.466832961,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:39.743213681',-1.469189679,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:39.642104014',-1.474383986,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:39.542847348',-1.475281122,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:39.442738014',-1.464516112,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:39.343002014',-1.469085429,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:39.245586348',-1.461129790,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:39.143240348',-1.471563616,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:39.043031348',-1.464257820,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:38.943011681',-1.468722661,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:38.843277681',-1.469597375,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:38.743267348',-1.466276227,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:38.643262681',-1.470557904,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:38.543493014',-1.462111553,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:38.443154681',-1.470386982,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:38.342590681',-1.468188123,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:38.241819014',-1.466733801,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:38.143034347',-1.473202404,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:38.043443014',-1.464367838,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:37.944774014',-1.451674137,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:37.843297014',-1.460153739,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:37.743092681',-1.463593698,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:37.643095681',-1.473008861,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:37.550618681',-1.473706829,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:37.443658014',-1.478286325,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:37.343097014',-1.461313860,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:37.243517347',-1.472824905,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:37.143165014',-1.471600938,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:37.043737681',-1.463065663,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:36.943653347',-1.459168357,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:36.843796681',-1.476331649,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:36.742431014',-1.475693681,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:36.643195014',-1.470016919,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:36.542929681',-1.462281005,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:36.443816681',-1.463933902,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:36.343070014',-1.467518827,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:36.246564347',-1.470226861,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:36.143516681',-1.466775620,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:36.043919347',-1.472970577,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:35.943081347',-1.481857791,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:35.844052681',-1.467629212,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:35.744035014',-1.464222674,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:35.643381014',-1.457803525,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:35.544155347',-1.470315531,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:35.444038681',-1.483830817,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:35.343953014',-1.470952085,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:35.243986347',-1.459627655,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:35.142734014',-1.454526910,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:35.044082347',-1.463350448,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:34.944200680',-1.460940320,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:34.844016014',-1.472567405,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:34.743897014',-1.475648950,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:34.644173347',-1.465240403,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:34.550201347',-1.472044177,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:34.444104680',-1.466959152,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:34.344391680',-1.460842432,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:34.244096680',-1.458756391,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:34.144479014',-1.464885976,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:34.043389680',-1.470904442,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:33.944327347',-1.469254485,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:33.843386347',-1.475727979,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:33.743320347',-1.467740474,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:33.644823014',-1.460200619,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:33.544499680',-1.457431285,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:33.444660680',-1.467158180,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:33.343711014',-1.461981828,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:33.246929347',-1.474689327,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:33.144385347',-1.463491371,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:33.044457014',-1.469543653,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:32.943366014',-1.470549619,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:32.848989680',-1.461379430,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:32.744641347',-1.463524311,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:32.644301014',-1.465371486,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:32.544549347',-1.468663595,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:32.443831347',-1.463831801,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:32.344306680',-1.453039421,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:32.244316680',-1.458796682,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:32.143795347',-1.471447066,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:32.044352013',-1.469163553,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:31.946134013',-1.466775620,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:31.844659680',-1.464575744,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:31.744830347',-1.454335517,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:31.644782680',-1.451766935,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:31.544886680',-1.461433265,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:31.443393347',-1.473530110,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:31.344141013',-1.462418704,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:31.244726347',-1.458990903,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:31.144599680',-1.465425180,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:31.044588347',-1.462196463,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:30.944628013',-1.461744883,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:30.843992680',-1.475512326,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:30.744966013',-1.469323306,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:30.645016013',-1.457794024,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:30.545103013',-1.454083474,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:30.445095680',-1.465400496,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:30.343753680',-1.466957399,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:30.251632347',-1.460066822,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:30.143656680',-1.464872546,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:30.043812347',-1.467802594,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:29.943396680',-1.463559881,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:29.845257680',-1.460502001,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:29.744808680',-1.469683557,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:29.645143346',-1.460014004,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:29.545114013',-1.463153598,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:29.445131346',-1.459225840,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:29.345476680',-1.459036963,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:29.244806346',-1.458605544,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:29.144649680',-1.458879076,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:29.043325013',-1.464824789,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:28.948749013',-1.473337360,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:28.844303013',-1.469163807,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:28.744479346',-1.473721701,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:28.643464013',-1.473020313,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:28.544335346',-1.475748507,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:28.444370680',-1.469443277,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:28.343563346',-1.459337356,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:28.245526346',-1.481425919,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:28.145479680',-1.470547131,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:28.045584013',-1.470657036,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:27.944937346',-1.465526800,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:27.844681680',-1.473601222,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:27.744839680',-1.467185748,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:27.652950346',-1.466188858,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:27.544643346',-1.457182437,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:27.444762013',-1.468822274,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:27.344753346',-1.468720399,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:27.244739680',-1.463907663,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:27.144684013',-1.461374029,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:27.044714680',-1.468191007,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:26.944212013',-1.470424672,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:26.844185346',-1.464965372,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:26.744216346',-1.462802763,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:26.643914346',-1.467536329,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:26.544412346',-1.452206102,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:26.443381679',-1.472822586,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:26.355405346',-1.470635518,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:26.243919346',-1.469141951,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:26.144395013',-1.469194005,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:26.044734013',-1.479971710,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:25.944785679',-1.465915467,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:25.844223679',-1.467902970,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:25.744875346',-1.468642785,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:25.644791013',-1.468540571,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:25.545003679',-1.471984658,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:25.444824679',-1.464292909,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:25.345485013',-1.460507769,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:25.243280346',-1.461422521,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:25.144572013',-1.464098491,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:25.048413013',-1.467719664,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:24.944536013',-1.466120772,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:24.843779346',-1.463973176,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:24.744650346',-1.458448674,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:24.644731346',-1.454907830,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:24.544903013',-1.467644905,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:24.444099679',-1.461894373,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:24.344023013',-1.455591236,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:24.244783013',-1.459252757,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:24.143693679',-1.460330372,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:24.044515679',-1.459599380,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:23.943683346',-1.471311120,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:23.845299012',-1.459865617,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:23.752192012',-1.460910263,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:23.644156679',-1.477583155,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:23.543166346',-1.466985109,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:23.443480346',-1.454482377,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:23.345079012',-1.468364644,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:23.245020012',-1.463756251,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:23.145102346',-1.462811528,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:23.045213679',-1.471839805,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:22.945121679',-1.467947419,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:22.844984679',-1.470184759,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:22.744198346',-1.469512324,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:22.644136346',-1.462480287,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:22.544418679',-1.470239415,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:22.448180012',-1.461082345,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:22.342983346',-1.449747510,'NO_ALARM','NO_ALARM'
'2022-11-25 23:27:22.244608346',-1.454230419,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:38.812775674',-1.454239241,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:38.713460340',-1.467395972,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:38.613775007',-1.466968483,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:38.511529674',-1.469704877,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:38.411738007',-1.477778705,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:38.314532007',-1.460307187,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:38.211566007',-1.468526970,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:38.111602674',-1.465571757,'NO_ALARM','NO_ALARM'
'2022-11-25 23:26:38.011337340',-1.478969420,'NO_ALARM','NO_ALARM'
